Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[single cell well quality]	Characteristics[genotype]	Characteristics[phenotype]	Characteristics[strain]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[spike sequence file]	Comment[spike concentration file]	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[spike-in addition]	Factor Value[phenotype]	Factor Value[block]
20547_8#40	ERS1628565	SAMEA103939397	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#40	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#40	sequencing assay	ERX1958543	20547_8#40_1.fq.gz	20547_8#40_1.fq.gz	ERR1898153	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898153/ERR1898153_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#40	ERS1628565	SAMEA103939397	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#40	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#40	sequencing assay	ERX1958543	20547_8#40_2.fq.gz	20547_8#40_2.fq.gz	ERR1898153	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898153/ERR1898153_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#41	ERS1628566	SAMEA103939398	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#41	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#41	sequencing assay	ERX1958544	20547_8#41_1.fq.gz	20547_8#41_1.fq.gz	ERR1898154	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898154/ERR1898154_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#41	ERS1628566	SAMEA103939398	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#41	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#41	sequencing assay	ERX1958544	20547_8#41_2.fq.gz	20547_8#41_2.fq.gz	ERR1898154	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898154/ERR1898154_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#42	ERS1628567	SAMEA103939399	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#42	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#42	sequencing assay	ERX1958545	20547_8#42_1.fq.gz	20547_8#42_1.fq.gz	ERR1898155	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898155/ERR1898155_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#42	ERS1628567	SAMEA103939399	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#42	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#42	sequencing assay	ERX1958545	20547_8#42_2.fq.gz	20547_8#42_2.fq.gz	ERR1898155	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898155/ERR1898155_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#43	ERS1628568	SAMEA103939400	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#43	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#43	sequencing assay	ERX1958546	20547_8#43_1.fq.gz	20547_8#43_1.fq.gz	ERR1898156	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898156/ERR1898156_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#43	ERS1628568	SAMEA103939400	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#43	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#43	sequencing assay	ERX1958546	20547_8#43_2.fq.gz	20547_8#43_2.fq.gz	ERR1898156	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/006/ERR1898156/ERR1898156_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#44	ERS1628569	SAMEA103939401	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#44	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#44	sequencing assay	ERX1958547	20547_8#44_1.fq.gz	20547_8#44_1.fq.gz	ERR1898157	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898157/ERR1898157_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#44	ERS1628569	SAMEA103939401	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#44	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#44	sequencing assay	ERX1958547	20547_8#44_2.fq.gz	20547_8#44_2.fq.gz	ERR1898157	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/007/ERR1898157/ERR1898157_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	SIRV+ERCC	wild type phenotype	20160906
20547_8#45	ERS1628570	SAMEA103939402	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#45	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#45	sequencing assay	ERX1958548	20547_8#45_1.fq.gz	20547_8#45_1.fq.gz	ERR1898158	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1898158/ERR1898158_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#45	ERS1628570	SAMEA103939402	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#45	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#45	sequencing assay	ERX1958548	20547_8#45_2.fq.gz	20547_8#45_2.fq.gz	ERR1898158	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/008/ERR1898158/ERR1898158_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#46	ERS1628571	SAMEA103939403	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#46	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#46	sequencing assay	ERX1958549	20547_8#46_1.fq.gz	20547_8#46_1.fq.gz	ERR1898159	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1898159/ERR1898159_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#46	ERS1628571	SAMEA103939403	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#46	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#46	sequencing assay	ERX1958549	20547_8#46_2.fq.gz	20547_8#46_2.fq.gz	ERR1898159	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/009/ERR1898159/ERR1898159_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#47	ERS1628572	SAMEA103939404	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#47	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#47	sequencing assay	ERX1958550	20547_8#47_1.fq.gz	20547_8#47_1.fq.gz	ERR1898160	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898160/ERR1898160_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#47	ERS1628572	SAMEA103939404	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#47	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#47	sequencing assay	ERX1958550	20547_8#47_2.fq.gz	20547_8#47_2.fq.gz	ERR1898160	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/000/ERR1898160/ERR1898160_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#48	ERS1628573	SAMEA103939405	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#48	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#48	sequencing assay	ERX1958551	20547_8#48_1.fq.gz	20547_8#48_1.fq.gz	ERR1898161	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1898161/ERR1898161_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#48	ERS1628573	SAMEA103939405	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#48	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#48	sequencing assay	ERX1958551	20547_8#48_2.fq.gz	20547_8#48_2.fq.gz	ERR1898161	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/001/ERR1898161/ERR1898161_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	Premixed	wild type phenotype	20160906
20547_8#49	ERS1628574	SAMEA103939406	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#49	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#49	sequencing assay	ERX1958552	20547_8#49_1.fq.gz	20547_8#49_1.fq.gz	ERR1898162	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1898162/ERR1898162_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#49	ERS1628574	SAMEA103939406	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#49	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#49	sequencing assay	ERX1958552	20547_8#49_2.fq.gz	20547_8#49_2.fq.gz	ERR1898162	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/002/ERR1898162/ERR1898162_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#4	ERS1628575	SAMEA103939407	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#4	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#4	sequencing assay	ERX1958553	20547_8#4_1.fq.gz	20547_8#4_1.fq.gz	ERR1898163	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898163/ERR1898163_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#4	ERS1628575	SAMEA103939407	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#4	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#4	sequencing assay	ERX1958553	20547_8#4_2.fq.gz	20547_8#4_2.fq.gz	ERR1898163	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/003/ERR1898163/ERR1898163_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#50	ERS1628576	SAMEA103939408	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#50	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#50	sequencing assay	ERX1958554	20547_8#50_1.fq.gz	20547_8#50_1.fq.gz	ERR1898164	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898164/ERR1898164_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#50	ERS1628576	SAMEA103939408	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#50	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#50	sequencing assay	ERX1958554	20547_8#50_2.fq.gz	20547_8#50_2.fq.gz	ERR1898164	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/004/ERR1898164/ERR1898164_2.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
20547_8#51	ERS1628577	SAMEA103939409	Mus musculus	Trophoblast stem cell	trophoblast stem cell	OK	wild type genotype	wild type phenotype	C57BL/6	single cell	P-MTAB-54881	Liora Vilmovsky	P-MTAB-54883	Liora Vilmovsky	P-MTAB-54889	Liora Vilmovsky	P-MTAB-54884	Liora Vilmovsky	P-MTAB-54885	Liora Vilmovsky	20547_8#51	spikes.fa	spikes.txt	PAIRED	Oligo-dT	TRANSCRIPTOMIC	not applicable	RNA-Seq	402	194	5'-3'-3'-5'	P-MTAB-54887	WTSI	20547_8#51	sequencing assay	ERX1958555	20547_8#51_1.fq.gz	20547_8#51_1.fq.gz	ERR1898165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR189/005/ERR1898165/ERR1898165_1.fastq.gz	P-MTAB-54888	Aaron Lun	counts_Liora_20160906.tsv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-5522/E-MTAB-5522.processed.1.zip	150	76	ERCC+SIRV	wild type phenotype	20160906
